2023-10-14 22:15:56.1175|Error|Something UnExpected Happened occurred in ClothX.Controllers.HomeController's Privacy method. | 
2023-10-14 22:27:15.7510|Error|Unexpected occurred in ClothX.Controllers.HomeController's Privacy method. | 
